mark1_id,mark2_id,mark1_wordmark,mark2_wordmark,mark1_status,mark2_status,label,pair_type,mark1_wordmark_en,mark1_wordmark_ha,mark1_wordmark_yo,mark2_wordmark_en,mark2_wordmark_ha,mark2_wordmark_yo,mark1_length,mark2_length,length_diff,visual_levenshtein,visual_jaro_winkler,soundex_match,metaphone_match,semantic_similarity_en,semantic_similarity_ha,semantic_similarity_yo
,,Maria papeleira livraria e papelaria desde 2004,CASAS BRANCAS POUSADA,,,0,negative,Maria Papeleira bookstore and stationery since 2004,Mariya Papeleira kantin sayar da littattafai KUMA kayan aikin rubutu tun 2004,Maria Papeleira ile itaja iwe ATI ohun elo ikọwe niwon Ọdun 2004,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,47,21,26,45,0.37926376224248565,0,0,0.24438022077083588,0.17961028218269348,0.32705429196357727
927350866,922837066.0,GEOMIX FUNDAv·vÔES E CONSTRUv·vÔES,GEOMIX CONSULTORIA E MINERAv·v…O,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,GEOMIX FUNDAv·vÔES AND CONSTRUv·vÔES,GEOMIX FUNDAv vÔES KUMA CONSTRUv vÔES,GEOMIX FUNDAv vÔES ATI CONSTRUv vÔES,GEOMIX CONSULTORIA E MINERAv·v…O,GEOMIX CONSULTORIA E MINERAv v O,GEOMIX CONSULTORIA E MINERAv v O,34,32,2,18,0.8268702046035805,0,0,0.8478878140449524,0.8116445541381836,0.8294727802276611
,,ELLUXE JOIAS,vÁv·AR,,,0,negative,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,vÁv·AR,vÁv AR,vÁv AR,12,6,6,11,0.0,0,0,0.3031986355781555,0.6725851893424988,0.6041832566261292
,,DI FIORI,REVITA ENGENHARIA,,,0,negative,DI FIORI,DI FIORI,DI FIORI,REVITA ENGENHARIA,REVITA ENJERIYA,REVITA ENGANHARIA,8,17,9,13,0.406045751633987,0,0,0.7704073190689087,0.649654746055603,0.7413265705108643
927332272,920807569.0,REAL GESSO DRYWALL,Cal Mina Real,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,18,13,5,15,0.46581196581196577,0,0,0.3467440903186798,0.5295372605323792,0.6873207092285156
927298597,830654984.0,AVENUE PROFESSIONAL COSMETICS,AVENUE COSMETICS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,AVENUE COSMETICS,HANYA KOSMETICS,ONA Ohun ikunra,29,16,13,13,0.8603448275862069,0,0,0.7728438973426819,0.794683575630188,0.8972179889678955
927343754,918712572.0,ALTAS HORAS BEBIDAS E CONVENIv‰NCIA,ALTAS HORAS BAR E RESTAURANTE,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,HIGH DRINKING HOURS AND CONVENIENCE,MAI GIRMA SHA HOURS KUMA DAFATAN,GIGA MIMU WAKATI ATI IWURE,HIGH HOURS BAR AND RESTAURANT,MAI GIRMA HOURS BAR KUMA gidan cin abinci,GIGA WAKATI Pẹpẹ ATI ilé oúnjẹ,35,29,6,17,0.8501656963725929,0,0,0.6470035910606384,0.8175315856933594,0.580121636390686
927378809,903891441.0,vÁv·AR,Icar,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,vÁv·AR,vÁv AR,vÁv AR,Icar,icar,icar,6,4,2,6,0.0,0,0,0.5396006107330322,0.6393617987632751,0.6393617391586304
,,OFFER % TV,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,,,0,negative,OFFER %TV,BAYANI TV,Ìfilọ TV,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,10,39,29,34,0.5433760683760683,0,0,0.06227815896272659,0.3256412744522095,0.3729856610298157
,,CIMENTO REAL,Enna moda,,,0,negative,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,Enna fashion,Enna salo,Enna aṣa,12,9,3,10,0.46296296296296297,0,0,0.28250232338905334,0.4418531060218811,0.5343983769416809
927337479,907353355.0,Apoio Cred Soluvﬂvµes Financeiras,APOIO PROMOTORA DE CREDITO E SEGUROS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,CREDIT AND INSURANCE PROMOTER SUPPORT,Kiredit KUMA INSURANCE MAI GABATARWA Taimako,Kirẹditi ATI Iṣeduro ALAGBEKA Atilẹyin,33,36,3,34,0.3634680134680135,0,0,0.7682756185531616,0.8014692664146423,0.725496768951416
,,PSI Capital Porto,CASAS BRANCAS POUSADA,,,0,negative,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,CASAS WHITE INN,CASAS Fari INN,CASAS Funfun INN,17,21,4,17,0.4440709617180206,0,0,0.3385468125343323,0.4606384038925171,0.341110497713089
,,PAGPOKO CALv·ADOS,EMPRESA LUCRATIVA 2X,,,0,negative,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,17,20,3,16,0.5396358543417367,0,0,0.10440947860479355,0.41132983565330505,0.39519616961479187
927359669,919306675.0,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTECK FERRAGENS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,FERTECK HARDWARE,FERTECK HARDWARE,FERTECK HARDWARE,39,17,22,26,0.8400603318250377,1,0,0.6802700161933899,0.5731056332588196,0.5401579141616821
927345269,904198634.0,LOJA NINO,NINO AQUECEDORES,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,NINO STORE,NINO shago,NINO ṣọ́ọ̀bù,NINO HEATER,NINO ZANGO,NINO AGBANA,9,16,7,13,0.595568783068783,0,0,0.26960310339927673,0.749549388885498,0.8018579483032227
927332272,830672478.0,REAL GESSO DRYWALL,CIMENTO REAL,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,18,12,6,12,0.5145502645502645,0,0,0.5533329844474792,0.5337514877319336,0.8232587575912476
,,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,DI FIORI,,,0,negative,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,DI FIORI,DI FIORI,DI FIORI,53,8,45,46,0.509958071278826,0,0,0.4846448302268982,0.6523669958114624,0.729965329170227
,,ELLUXE JOIAS,Maria papeleira livraria e papelaria desde 2004,,,0,negative,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,Maria Papeleira bookstore and stationery since 2004,Mariya Papeleira kantin sayar da littattafai KUMA kayan aikin rubutu tun 2004,Maria Papeleira ile itaja iwe ATI ohun elo ikọwe niwon Ọdun 2004,12,47,35,46,0.3682033096926714,0,0,0.2681068181991577,0.42790400981903076,0.5225622653961182
927359669,820243914.0,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTECO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,FERTECO,FERTECO,FERTECO,39,7,32,32,0.8358974358974359,1,0,0.506912887096405,0.6679611802101135,0.5787079930305481
,,Fly imoveis,GEOMIX FUNDAv·vÔES E CONSTRUv·vÔES,,,0,negative,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,GEOMIX FUNDAv·vÔES AND CONSTRUv·vÔES,GEOMIX FUNDAv vÔES KUMA CONSTRUv vÔES,GEOMIX FUNDAv vÔES ATI CONSTRUv vÔES,11,34,23,31,0.34254307783719545,0,0,0.16811928153038025,0.28215330839157104,0.43562647700309753
927331403,922919470.0,ELLUXE JOIAS,Elluxo jóias,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,12,12,0,10,0.4444444444444444,1,1,0.7480447888374329,0.9411442875862122,0.9448248744010925
,,BRASIL REAL,EMPRESA LUCRATIVA 2X,,,0,negative,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,11,20,9,15,0.6257575757575758,0,0,0.12090111523866653,0.4108738899230957,0.35866719484329224
927298694,913814369.0,Enna moda,E N N A,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Enna fashion,Enna salo,Enna aṣa,E N N A,E N N A,E N N A,9,7,2,7,0.5026455026455027,0,0,0.44689011573791504,0.6455839276313782,0.5511461496353149
927315629,918229308.0,DIGNOS DOCE,Digno Tempero Natural,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,SWEET WORTHY,MAI DADI KYAUTA,DUN OHUN,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,11,21,10,19,0.42568542568542567,0,0,0.34537479281425476,0.7932461500167847,0.6486074924468994
,,Cal Mina Real,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,,,0,negative,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,13,53,40,48,0.29438800193517173,0,0,0.27974677085876465,0.5021311044692993,0.519494891166687
927338726,903389240.0,Fly imoveis,FLYVILLE,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,FLYVILLE,FLYVILLE,FLYVILLE,11,8,3,10,0.4053030303030303,0,0,0.5768365859985352,0.22102126479148865,0.2768956124782562
927321700,921050682.0,Poison,POISON VIVIANE ARRUDA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Poison,Guba,Majele,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,6,21,15,20,0.4047619047619047,0,0,0.3444153964519501,0.8662352561950684,0.8126150369644165
927344521,901503134.0,UNA PLANEJADOS,UNNA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,UNE PLANNED,UNE SHIRYA,UNE PETO,UNNA,UNNA,UNNA,14,4,10,10,0.6785714285714285,0,0,0.6042343974113464,0.6685513854026794,0.5309504270553589
927295601,840804938.0,Pv≈TIO CRIATIVO,Pv≈TIO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Pv≈CREATIVE UNCLE,Pv HALITTA KANE,Pv ELEDA ÀGBÀGBÀ,Pv≈TIO,Pv TIO,Pv TIO,15,6,9,9,0.88,0,0,0.5924352407455444,0.5589802265167236,0.6027459502220154
,,PSI Capital Porto,E N N A,,,0,negative,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,E N N A,E N N A,E N N A,17,7,10,15,0.4677871148459383,0,0,0.21639373898506165,0.37954139709472656,0.4455181956291199
927378809,903888637.0,vÁv·AR,icar,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,vÁv·AR,vÁv AR,vÁv AR,icar,icar,icar,6,4,2,6,0.0,0,0,0.5796569585800171,0.6393617987632751,0.6393617391586304
926896288,827670737.0,ECP CONTABILIDADE,ECP ECP CONTABILIDADE PANTANO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,17,29,12,12,0.8466531440162273,1,0,0.9136333465576172,0.9136332869529724,0.9136332869529724
,,NINO AQUECEDORES,vÁv·AR,,,0,negative,NINO HEATER,NINO ZANGO,NINO AGBANA,vÁv·AR,vÁv AR,vÁv AR,16,6,10,14,0.40972222222222227,0,0,0.5573732852935791,0.6307693719863892,0.698502242565155
927274078,811072215.0,PSI Capital Porto,PSI,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,PSI,PSI,PSI,17,3,14,14,0.807843137254902,0,0,0.46986883878707886,0.46883073449134827,0.551982045173645
,,E N N A,Pv≈TIO CRIATIVO,,,0,negative,E N N A,E N N A,E N N A,Pv≈CREATIVE UNCLE,Pv HALITTA KANE,Pv ELEDA ÀGBÀGBÀ,7,15,8,13,0.47301587301587295,0,0,0.40713363885879517,0.5516043305397034,0.6835449934005737
927332272,830672460.0,REAL GESSO DRYWALL,REAL CIMENTO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,18,12,6,13,0.6574074074074074,0,0,0.5533329844474792,0.5337514877319336,0.8232587575912476
927274078,901966908.0,PSI Capital Porto,PSI www.practical.com.br,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,PSI www.practical.com.br,PSI www m com br,PSI www wulo com br,17,24,7,15,0.6519607843137255,0,0,0.39105314016342163,0.5685365796089172,0.5217406749725342
927356163,912313145.0,JAZZ IMOBILIv≈RIA,Imobiliv∞ria Jazz.com,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,JAZZ IMOBILIv≈RIA,JAZZ IMOBILIv RIA,JAZZ IMOBILIv RIA,Imobiliv∞ria Jazz.com,IMOBILIv RIA JAZZ com,IMOBILIv RIA JAZZ com,17,21,4,21,0.32866479925303455,0,0,0.8251367211341858,0.9522084593772888,0.9522084593772888
927338726,923845674.0,Fly imoveis,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,11,34,23,31,0.45365418894830656,0,0,0.7151123285293579,0.936793327331543,0.9179883003234863
927285967,922268819.0,EMPRESA LUCRATIVA 2X,EMPRESA MAIS LUCRATIVA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,MOST PROFITABLE COMPANY,MAFI YAWA RIBA kamfani,Julọ ERE ilé-iṣẹ́,20,22,2,8,0.8880808080808081,0,0,0.667805552482605,0.4699503183364868,0.4978882074356079
927346303,925612367.0,PAGPOKO CALv·ADOS,Lojas Paga Pouco,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,Stores Pay Little,Stores Biya Kadan,Awọn ile itaja Sanwo Kekere,17,16,1,17,0.24754901960784315,0,0,0.020672976970672607,0.48911845684051514,0.5486412048339844
,,UNNA,BRAZIL REAL,,,0,negative,UNNA,UNNA,UNNA,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,4,11,7,10,0.44696969696969696,0,0,0.2840372920036316,0.3174861967563629,0.3392775058746338
927305186,911360271.0,Design Vende,DESIGN DE VENDAS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Design Sells,Zane Yana sayarwa,Apẹrẹ Tita,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,12,16,4,13,0.4791666666666667,0,0,0.844312310218811,0.7419384717941284,0.9167882204055786
,,DE FAMvÁLIA PARA FAMvÁLIA,OFFER % TV,,,0,negative,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,OFFER %TV,BAYANI TV,Ìfilọ TV,25,10,15,22,0.4333333333333333,0,0,0.17342063784599304,0.3857916295528412,0.3497837483882904
927325489,826468748.0,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,INSTITUTO DA FAMvÁLIA,Pedido de registro de marca indeferido,Aguardando exame de petivﬂv£o de prorrogavﬂv£o (registro de marca em vigor),1,positive,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,FAMILY INSTITUTE,IYALI INSTITUTE,Ìdílé IPINLE,53,21,32,32,0.8411500449236298,0,0,0.7806609869003296,0.8321738243103027,0.6787281036376953
,,SKINLAB COSMv‚TICOS,DESIGN DE VENDAS,,,0,negative,SKINLAB COSMv‚TICOS,SKINLAB COSMv TICOS,SKINLAB COSMv TICOS,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,19,16,3,17,0.525219298245614,0,0,0.13821116089820862,0.24794188141822815,0.3242197632789612
,,OFFER % TV,Pv≈TIO,,,0,negative,OFFER %TV,BAYANI TV,Ìfilọ TV,Pv≈TIO,Pv TIO,Pv TIO,10,6,4,10,0.0,0,0,0.1464432179927826,0.3784314692020416,0.39096853137016296
,,NEW OLD GREEN,Pv≈TIO,,,0,negative,NEW OLD GREEN,sabon TSOHUWAR GREEN,títun Ògbólógbòó ALAWE,Pv≈TIO,Pv TIO,Pv TIO,13,6,7,13,0.41452991452991456,0,0,0.17584678530693054,0.3765883445739746,0.5970829725265503
,,DI FIORI,Peach Poison,,,0,negative,DI FIORI,DI FIORI,DI FIORI,Peach Poison,Peach Guba,eso pishi Majele,8,12,4,11,0.40277777777777773,0,0,0.29746174812316895,0.44232234358787537,0.7241417169570923
927321912,924838922.0,Torta na Mv£o,Avﬂav na mv£o Delivery,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,Pie at Mv£o,Kek a Mv O,Pie ni Mv O,Avﬂav at mv£o Delivery,Avflav a Mv O Bayarwa,Afflav ni Mv O Ifijiṣẹ,13,22,9,15,0.5346736596736598,0,0,0.24535323679447174,0.2797207832336426,0.7248995304107666
,,Design Vende,Enna moda,,,0,negative,Design Sells,Zane Yana sayarwa,Apẹrẹ Tita,Enna fashion,Enna salo,Enna aṣa,12,9,3,10,0.5277777777777778,0,0,0.5174415707588196,0.582025408744812,0.5254685878753662
,,BRASIL REAL,GEOMIX FUNDAv·vÔES E CONSTRUv·vÔES,,,0,negative,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,GEOMIX FUNDAv·vÔES AND CONSTRUv·vÔES,GEOMIX FUNDAv vÔES KUMA CONSTRUv vÔES,GEOMIX FUNDAv vÔES ATI CONSTRUv vÔES,11,34,23,30,0.4005347593582888,0,0,0.18726806342601776,0.31068694591522217,0.3082214593887329
927321700,919807119.0,Poison,Peach Poison,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Poison,Guba,Majele,Peach Poison,Peach Guba,eso pishi Majele,6,12,6,6,0.5,0,0,0.7024198770523071,0.67702716588974,0.7827845811843872
,,BRAZIL REAL,DE FAMvÁLIA PARA FAMvÁLIA,,,0,negative,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,11,25,14,19,0.4959307359307359,0,0,0.1840532273054123,0.397056519985199,0.2890351712703705
,,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,ECP CONTABILIDADE,,,0,negative,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP CONTABILIDADE,34,17,17,28,0.44362745098039214,0,0,0.17341020703315735,0.15190528333187103,0.22165760397911072
,,Fly imoveis,DE FAMvÁLIA PARA FAMvÁLIA,,,0,negative,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,FROM FAMILY TO FAMILY,DAGA IYALI TO IYALI,LATI Ìdílé LATI Ìdílé,11,25,14,22,0.35313131313131313,0,0,0.11436649411916733,0.6467185020446777,0.51816326379776
,,REVITA ENGENHARIA,PLUSH POISON,,,0,negative,REVITA ENGENHARIA,REVITA ENJERIYA,REVITA ENGANHARIA,PLUSH POISON,PLUSH Guba,PLUSH Majele,17,12,5,16,0.3643790849673203,0,0,0.5530148148536682,0.49660754203796387,0.6764168739318848
927315629,903969033.0,DIGNOS DOCE,DIGNA PIZZA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,SWEET WORTHY,MAI DADI KYAUTA,DUN OHUN,WORTHY PIZZA,KYAUTA PIZZA,OHUN PIZZA,11,11,0,7,0.6363636363636364,0,0,0.4130746126174927,0.39430147409439087,0.45742887258529663
,,UNNA,MASCOTINHO Encantado,,,0,negative,UNNA,UNNA,UNNA,Enchanted PET,Sihiri PET,Enchanted PET,4,20,16,19,0.3666666666666667,0,0,0.2012687772512436,0.2676340341567993,0.20126880705356598
,,REAL,GEOMIX CONSULTORIA E MINERAv·v…O,,,0,negative,REAL,GASKIYA,ODODO,GEOMIX CONSULTORIA E MINERAv·v…O,GEOMIX CONSULTORIA E MINERAv v O,GEOMIX CONSULTORIA E MINERAv v O,4,32,28,29,0.5416666666666666,0,0,0.23231935501098633,0.48069310188293457,0.5125569701194763
,,DIGNA PIZZA,PSI www.practical.com.br,,,0,negative,WORTHY PIZZA,KYAUTA PIZZA,OHUN PIZZA,PSI www.practical.com.br,PSI www m com br,PSI www wulo com br,11,24,13,23,0.35479797979797983,0,0,0.2145308256149292,0.2040654867887497,0.23167330026626587
,,Design Vende,NEW OLD,,,0,negative,Design Sells,Zane Yana sayarwa,Apẹrẹ Tita,NEW OLD,sabon TSOHUWAR,títun Ògbólógbòó,12,7,5,11,0.4087301587301588,0,0,0.08222409337759018,0.38828447461128235,0.7330384254455566
927352702,912575662.0,Okan Chocolats,OKAN,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Okan Chocolates,Okan Chocolates,Okan Chocolates,OKAN,Okan,Okan,14,4,10,13,0.44047619047619047,0,0,0.4879196286201477,0.48338884115219116,0.48338884115219116
,,KAVILA,Elluxo jóias,,,0,negative,KAVILA,KAVILA,KAVILA,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,6,12,6,12,0.0,0,0,0.3993300199508667,0.6369028091430664,0.594399094581604
,,Cal Mina Real,icar,,,0,negative,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,icar,icar,icar,13,4,9,11,0.3846153846153846,0,0,0.31671321392059326,0.3197955787181854,0.33684396743774414
,,DESIGN DE VENDAS,BRAZIL REAL,,,0,negative,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,16,11,5,13,0.4545454545454546,0,0,0.0622992105782032,0.39913803339004517,0.43041902780532837
