mark1_id,mark2_id,mark1_wordmark,mark2_wordmark,mark1_status,mark2_status,label,pair_type,mark1_wordmark_en,mark1_wordmark_ha,mark1_wordmark_yo,mark2_wordmark_en,mark2_wordmark_ha,mark2_wordmark_yo,mark1_length,mark2_length,length_diff,visual_levenshtein,visual_jaro_winkler,soundex_match,metaphone_match,semantic_similarity_en,semantic_similarity_ha,semantic_similarity_yo
,,ALTAS HORAS BAR E RESTAURANTE,Peach Poison,,,0,negative,HIGH HOURS BAR AND RESTAURANT,MAI GIRMA HOURS BAR KUMA gidan cin abinci,GIGA WAKATI Pẹpẹ ATI ilé oúnjẹ,Peach Poison,Peach Guba,eso pishi Majele,29,12,17,28,0.3726053639846743,0,0,-0.02159735932946205,0.44577348232269287,0.6258610486984253
,,CAOVILLA,INSTITUTO DA FAMvÁLIA,,,0,negative,CAOVILLA,CAOVILLA,CAOVILLA,FAMILY INSTITUTE,IYALI INSTITUTE,Ìdílé IPINLE,8,21,13,18,0.39484126984126977,0,0,0.37455278635025024,0.554996907711029,0.5274389982223511
927332272,920807569.0,REAL GESSO DRYWALL,Cal Mina Real,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,18,13,5,15,0.46581196581196577,0,0,0.3467441201210022,0.5295372009277344,0.6873207092285156
927298597,830654984.0,AVENUE PROFESSIONAL COSMETICS,AVENUE COSMETICS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,AVENUE COSMETICS,HANYA KOSMETICS,ONA Ohun ikunra,29,16,13,13,0.8603448275862069,0,0,0.7728438973426819,0.794683575630188,0.8972179293632507
927343754,918712572.0,ALTAS HORAS BEBIDAS E CONVENIv‰NCIA,ALTAS HORAS BAR E RESTAURANTE,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,HIGH DRINKING HOURS AND CONVENIENCE,MAI GIRMA SHA HOURS KUMA DAFATAN,GIGA MIMU WAKATI ATI IWURE,HIGH HOURS BAR AND RESTAURANT,MAI GIRMA HOURS BAR KUMA gidan cin abinci,GIGA WAKATI Pẹpẹ ATI ilé oúnjẹ,35,29,6,17,0.8501656963725929,0,0,0.647003710269928,0.8175315856933594,0.580121636390686
927378809,903891441.0,vÁv·AR,Icar,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,vÁv·AR,vÁv AR,vÁv AR,Icar,icar,icar,6,4,2,6,0.0,0,0,0.5396006107330322,0.6393618583679199,0.6393617987632751
,,E N N A,THE BRAND SKIN LAB,,,0,negative,E N N A,E N N A,E N N A,THE BRAND SKIN LAB,THE alama FATA LAB,THE àmì ARA LAB,7,18,11,11,0.5973544973544974,0,0,0.20010606944561005,0.39362531900405884,0.4343433678150177
,,Elluxo jóias,POISON VIVIANE ARRUDA,,,0,negative,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,12,21,9,20,0.376984126984127,0,0,0.4681766629219055,0.6796706914901733,0.5774730443954468
927337479,907353355.0,Apoio Cred Soluvﬂvµes Financeiras,APOIO PROMOTORA DE CREDITO E SEGUROS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,CREDIT AND INSURANCE PROMOTER SUPPORT,Kiredit KUMA INSURANCE MAI GABATARWA Taimako,Kirẹditi ATI Iṣeduro ALAGBEKA Atilẹyin,33,36,3,34,0.3634680134680135,0,0,0.7682756185531616,0.8014693260192871,0.7254968881607056
,,FERTECO,REVITA ENGENHARIA,,,0,negative,FERTECO,FERTECO,FERTECO,REVITA ENGENHARIA,REVITA ENJERIYA,REVITA ENGANHARIA,7,17,10,14,0.5189075630252101,0,0,0.6711021661758423,0.5338104963302612,0.6432324647903442
,,Poison,Okan Chocolats,,,0,negative,Poison,Guba,Majele,Okan Chocolates,Okan Chocolates,Okan Chocolates,6,14,8,13,0.4603174603174603,0,0,0.22137320041656494,0.3427188992500305,0.3196980953216553
927359669,919306675.0,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTECK FERRAGENS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,FERTECK HARDWARE,FERTECK HARDWARE,FERTECK HARDWARE,39,17,22,26,0.8400603318250377,1,0,0.6802699565887451,0.5731056332588196,0.5401579141616821
927345269,904198634.0,LOJA NINO,NINO AQUECEDORES,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,NINO STORE,NINO shago,NINO ṣọ́ọ̀bù,NINO HEATER,NINO ZANGO,NINO AGBANA,9,16,7,13,0.595568783068783,0,0,0.2696029543876648,0.7495493292808533,0.8018580675125122
927332272,830672478.0,REAL GESSO DRYWALL,CIMENTO REAL,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,18,12,6,12,0.5145502645502645,0,0,0.5533329248428345,0.5337514877319336,0.8232587575912476
,,LeOffer,BRASIL REAL,,,0,negative,LeOffer,LeOffer,LeOffer,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,7,11,4,11,0.0,0,0,0.17238077521324158,0.28890103101730347,0.28689295053482056
,,DESIGN DE VENDAS,Cal Mina Real,,,0,negative,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,16,13,3,15,0.42628205128205127,0,0,0.13449159264564514,0.5429037809371948,0.6234105229377747
927359669,820243914.0,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTECO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,FERTECO,FERTECO,FERTECO,39,7,32,32,0.8358974358974359,1,0,0.5069128274917603,0.6679611206054688,0.5787079930305481
,,Digno Tempero Natural,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,,,0,negative,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,21,39,18,35,0.3476800976800976,0,0,0.17614582180976868,0.5467372536659241,0.5521106719970703
927331403,922919470.0,ELLUXE JOIAS,Elluxo jóias,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,Elluxo jewelry,Elluxo KAYAN ADO,Elluxo IGBAGBÜ,12,12,0,10,0.4444444444444444,1,1,0.7480449080467224,0.9411442875862122,0.9448248147964478
,,Digno Tempero Natural,PSI Capital Porto,,,0,negative,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,21,17,4,18,0.5045129162776222,0,0,0.025012850761413574,0.5756789445877075,0.5436155796051025
927298694,913814369.0,Enna moda,E N N A,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Enna fashion,Enna salo,Enna aṣa,E N N A,E N N A,E N N A,9,7,2,7,0.5026455026455027,0,0,0.4468901753425598,0.6455838680267334,0.5511460900306702
927315629,918229308.0,DIGNOS DOCE,Digno Tempero Natural,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,SWEET WORTHY,MAI DADI KYAUTA,DUN OHUN,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,11,21,10,19,0.42568542568542567,0,0,0.3453749716281891,0.7932462096214294,0.6486074924468994
,,Digno Tempero Natural,Apoio Cred Soluvﬂvµes Financeiras,,,0,negative,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,21,33,12,26,0.5541125541125541,0,0,0.08186253905296326,0.7743089199066162,0.6443321704864502
927338726,903389240.0,Fly imoveis,FLYVILLE,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,FLYVILLE,FLYVILLE,FLYVILLE,11,8,3,10,0.4053030303030303,0,0,0.5768365859985352,0.22102126479148865,0.2768956124782562
927321700,921050682.0,Poison,POISON VIVIANE ARRUDA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Poison,Guba,Majele,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,6,21,15,20,0.4047619047619047,0,0,0.3444153964519501,0.8662352561950684,0.8126150965690613
927344521,901503134.0,UNA PLANEJADOS,UNNA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,UNE PLANNED,UNE SHIRYA,UNE PETO,UNNA,UNNA,UNNA,14,4,10,10,0.6785714285714285,0,0,0.6042343974113464,0.6685513257980347,0.5309504270553589
927295601,840804938.0,Pv≈TIO CRIATIVO,Pv≈TIO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Pv≈CREATIVE UNCLE,Pv HALITTA KANE,Pv ELEDA ÀGBÀGBÀ,Pv≈TIO,Pv TIO,Pv TIO,15,6,9,9,0.88,0,0,0.5924352407455444,0.5589803457260132,0.6027459502220154
,,ECP CONTABILIDADE,EMPRESA LUCRATIVA 2X,,,0,negative,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP CONTABILIDADE,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,17,20,3,16,0.5486928104575163,0,0,0.30615872144699097,0.2657237648963928,0.34624791145324707
927378809,903888637.0,vÁv·AR,icar,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,vÁv·AR,vÁv AR,vÁv AR,icar,icar,icar,6,4,2,6,0.0,0,0,0.5796570777893066,0.6393618583679199,0.6393617987632751
926896288,827670737.0,ECP CONTABILIDADE,ECP ECP CONTABILIDADE PANTANO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP CONTABILIDADE,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,ECP ECP CONTABILIDADE PANTANO,17,29,12,12,0.8466531440162273,1,0,0.9136333465576172,0.9136332273483276,0.9136332273483276
,,PSI Capital Porto,Enna moda,,,0,negative,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,Enna fashion,Enna salo,Enna aṣa,17,9,8,14,0.39324618736383443,0,0,0.18999280035495758,0.6134502291679382,0.433418869972229
927274078,811072215.0,PSI Capital Porto,PSI,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,PSI,PSI,PSI,17,3,14,14,0.807843137254902,0,0,0.46986883878707886,0.46883076429367065,0.5519819855690002
,,FERTECK FERRAGENS,Maria papeleira livraria e papelaria desde 2004,,,0,negative,FERTECK HARDWARE,FERTECK HARDWARE,FERTECK HARDWARE,Maria Papeleira bookstore and stationery since 2004,Mariya Papeleira kantin sayar da littattafai KUMA kayan aikin rubutu tun 2004,Maria Papeleira ile itaja iwe ATI ohun elo ikọwe niwon Ọdun 2004,17,47,30,46,0.3600333750521485,0,0,0.1459086686372757,0.18686194717884064,0.23358605802059174
927332272,830672460.0,REAL GESSO DRYWALL,REAL CIMENTO,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,18,12,6,13,0.6574074074074074,0,0,0.5533329248428345,0.5337514877319336,0.8232587575912476
927274078,901966908.0,PSI Capital Porto,PSI www.practical.com.br,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PSI Capital Porto,PSI Babban birni Porto,PSI Olu Porto,PSI www.practical.com.br,PSI www m com br,PSI www wulo com br,17,24,7,15,0.6519607843137255,0,0,0.391053169965744,0.5685365796089172,0.5217406749725342
927356163,912313145.0,JAZZ IMOBILIv≈RIA,Imobiliv∞ria Jazz.com,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,JAZZ IMOBILIv≈RIA,JAZZ IMOBILIv RIA,JAZZ IMOBILIv RIA,Imobiliv∞ria Jazz.com,IMOBILIv RIA JAZZ com,IMOBILIv RIA JAZZ com,17,21,4,21,0.32866479925303455,0,0,0.825136661529541,0.9522084593772888,0.9522084593772888
927338726,923845674.0,Fly imoveis,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Fly real estate,Tashi GASKIYA dukiya,Fo ODODO ohun ini,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,11,34,23,31,0.45365418894830656,0,0,0.7151123881340027,0.9367933869361877,0.9179882407188416
927285967,922268819.0,EMPRESA LUCRATIVA 2X,EMPRESA MAIS LUCRATIVA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,2X PROFITABLE COMPANY,2X RIBA kamfani,2X ERE ilé-iṣẹ́,MOST PROFITABLE COMPANY,MAFI YAWA RIBA kamfani,Julọ ERE ilé-iṣẹ́,20,22,2,8,0.8880808080808081,0,0,0.6678056120872498,0.4699503481388092,0.4978882074356079
927346303,925612367.0,PAGPOKO CALv·ADOS,Lojas Paga Pouco,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,Stores Pay Little,Stores Biya Kadan,Awọn ile itaja Sanwo Kekere,17,16,1,17,0.24754901960784315,0,0,0.020672935992479324,0.48911845684051514,0.5486412048339844
,,FLY HOUSE SOLUv·vÔES IMOBILIv≈RIAS,AVENUE PROFESSIONAL COSMETICS,,,0,negative,FLY HOUSE REAL ESTATE SOLUTIONS,Tashi Gida GASKIYA dukiya Magani,Fo Ile ODODO ohun ini Awọn ojutu,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,34,29,5,27,0.5685523251446173,0,0,0.17746981978416443,0.4986377954483032,0.7145446538925171
927305186,911360271.0,Design Vende,DESIGN DE VENDAS,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Design Sells,Zane Yana sayarwa,Apẹrẹ Tita,SALES DESIGN,SALLAR Zane,TITA Apẹrẹ,12,16,4,13,0.4791666666666667,0,0,0.8443124294281006,0.7419383525848389,0.9167882204055786
,,Maria papeleira livraria e papelaria desde 2004,OFFER % TV,,,0,negative,Maria Papeleira bookstore and stationery since 2004,Mariya Papeleira kantin sayar da littattafai KUMA kayan aikin rubutu tun 2004,Maria Papeleira ile itaja iwe ATI ohun elo ikọwe niwon Ọdun 2004,OFFER %TV,BAYANI TV,Ìfilọ TV,47,10,37,45,0.41418439716312055,0,0,0.1651332527399063,0.2466755211353302,0.37676727771759033
927325489,826468748.0,INSTITUTO FAMvÁLIA PONCIO - DE FAMvÁLIA PARA FAMvÁLIA,INSTITUTO DA FAMvÁLIA,Pedido de registro de marca indeferido,Aguardando exame de petivﬂv£o de prorrogavﬂv£o (registro de marca em vigor),1,positive,FAMvÁLIA PONCIO INSTITUTE - FROM FAMILY TO FAMILY,FAMvÁLIA PONCIO INSTITUTE DAGA IYALI TO IYALI,FAMvÁLIA PONCIO IPINLE LATI Ìdílé LATI Ìdílé,FAMILY INSTITUTE,IYALI INSTITUTE,Ìdílé IPINLE,53,21,32,32,0.8411500449236298,0,0,0.7806609869003296,0.8321738243103027,0.6787281036376953
,,BRAZIL REAL,Apoio Cred Soluvﬂvµes Financeiras,,,0,negative,REAL BRAZIL,GASKIYA BRAZIL,ODODO BRAZIL,Support for Credit Financial Solutions,Taimako domin Kiredit Kuɗi Magani,Atilẹyin fun Kirẹditi Olowo Awọn ojutu,11,33,22,32,0.41414141414141414,0,0,-0.004944297485053539,0.4953482449054718,0.40244242548942566
,,JAZZ IMOBILIv≈RIA,MASCOTINHOS UNIFORMES,,,0,negative,JAZZ IMOBILIv≈RIA,JAZZ IMOBILIv RIA,JAZZ IMOBILIv RIA,UNIFORM MASCOTS,UNIFORM MASOYA,Aso MASCOTS,17,21,4,16,0.48646125116713357,0,0,0.24899086356163025,0.4384789764881134,0.19462233781814575
,,AVENUE PROFESSIONAL COSMETICS,PADARIA MERCAPv…O,,,0,negative,AVENUE PROFESSIONAL COSMETICS,HANYA MAI SANA'A KOSMETICS,ONA AGBẸRẸ Ohun ikunra,MERCAPv BAKERY…O,MERCAPv BAKERY O,MERCAPv BEKERE O,29,17,12,25,0.4651040492825483,0,0,0.27881044149398804,0.44960349798202515,0.5504063367843628
,,CIMENTO REAL,JAZZ IMOBILIv≈RIA,,,0,negative,REAL CEMENT,GASKIYA CEMENT,ODODO Simẹnti,JAZZ IMOBILIv≈RIA,JAZZ IMOBILIv RIA,JAZZ IMOBILIv RIA,12,17,5,14,0.5221755368814193,0,0,0.258686363697052,0.45722830295562744,0.4594194293022156
927321912,924838922.0,Torta na Mv£o,Avﬂav na mv£o Delivery,Aguardando apresentavﬂv£o e exame de recurso contra o indeferimento,Registro de marca em vigor,1,positive,Pie at Mv£o,Kek a Mv O,Pie ni Mv O,Avﬂav at mv£o Delivery,Avflav a Mv O Bayarwa,Afflav ni Mv O Ifijiṣẹ,13,22,9,15,0.5346736596736598,0,0,0.24535323679447174,0.2797207236289978,0.7248996496200562
,,POISON VIVIANE ARRUDA,CAOVILLA,,,0,negative,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,CAOVILLA,CAOVILLA,CAOVILLA,21,8,13,17,0.4801587301587302,0,0,0.796144962310791,0.7445498108863831,0.7734317779541016
,,GEOMIX CONSULTORIA E MINERAv·v…O,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,,,0,negative,GEOMIX CONSULTORIA E MINERAv·v…O,GEOMIX CONSULTORIA E MINERAv v O,GEOMIX CONSULTORIA E MINERAv v O,FERTEC - FERROUS TECHNOLOGY MINERAv·v…O,FERTEC TSORO FASAHA MINERAv v O,FERTEC IFÁ Imọ-ẹrọ MINERAv v O,32,39,7,23,0.7110042735042734,0,0,0.5624088644981384,0.6389186382293701,0.6640087962150574
927321700,919807119.0,Poison,Peach Poison,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Poison,Guba,Majele,Peach Poison,Peach Guba,eso pishi Majele,6,12,6,6,0.5,0,0,0.7024199366569519,0.6770272254943848,0.7827844023704529
,,JAZZ IMOBILIv≈RIA,Cal Mina Real,,,0,negative,JAZZ IMOBILIv≈RIA,JAZZ IMOBILIv RIA,JAZZ IMOBILIv RIA,Cal Mina Real,Cal Mina GASKIYA,Cal Mina ODODO,17,13,4,15,0.4690799396681749,0,0,0.17964708805084229,0.3777468800544739,0.3418979346752167
,,Digno Tempero Natural,vÁv·AR,,,0,negative,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,vÁv·AR,vÁv AR,vÁv AR,21,6,15,21,0.0,0,0,0.22411370277404785,0.5573742985725403,0.566684901714325
,,UNA PLANEJADOS,NEW OLD,,,0,negative,UNE PLANNED,UNE SHIRYA,UNE PETO,NEW OLD,sabon TSOHUWAR,títun Ògbólógbòó,14,7,7,11,0.6190476190476191,0,0,0.35325998067855835,0.4246743321418762,0.691928505897522
,,ELLUXE JOIAS,POISON VIVIANE ARRUDA,,,0,negative,ELLUXE JEWELRY,ELLUXE KAYAN ADO,ELLUXE IGBAGBÜ,POISON VIVIANE ARRUDA,Guba VIVIAN ARRUDA,Majele VIVIANE ARRUDA,12,21,9,18,0.48412698412698413,0,0,0.43637627363204956,0.6773296594619751,0.6398768424987793
927315629,903969033.0,DIGNOS DOCE,DIGNA PIZZA,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,SWEET WORTHY,MAI DADI KYAUTA,DUN OHUN,WORTHY PIZZA,KYAUTA PIZZA,OHUN PIZZA,11,11,0,7,0.6363636363636364,0,0,0.4130745530128479,0.39430147409439087,0.45742887258529663
,,Digno Tempero Natural,DI FIORI,,,0,negative,Worthy Natural Seasoning,KYAUTA na halitta Kayan yaji,OHUN àdáyébá Igba,DI FIORI,DI FIORI,DI FIORI,21,8,13,19,0.44841269841269843,0,0,0.31092286109924316,0.5887925624847412,0.5695772171020508
,,Avﬂav na mv£o Delivery,REAL GESSO DRYWALL,,,0,negative,Avﬂav at mv£o Delivery,Avflav a Mv O Bayarwa,Afflav ni Mv O Ifijiṣẹ,REAL PLASTER DRYWALL,GASKIYA PLASTER DRYWALL,ODODO Pilasita ÒGÚN,22,18,4,19,0.468013468013468,0,0,0.1353226900100708,0.3572923541069031,0.608393669128418
,,E N N A,PAGPOKO CALv·ADOS,,,0,negative,E N N A,E N N A,E N N A,PAGPOKO CALv·ADOS,PAGPOKO CALv ADOS,PAGPOKO CALv ADOS,7,17,10,15,0.3011204481792717,0,0,0.4971916377544403,0.5049057602882385,0.5049058198928833
,,APOIO PROMOTORA DE CREDITO E SEGUROS,Poison,,,0,negative,CREDIT AND INSURANCE PROMOTER SUPPORT,Kiredit KUMA INSURANCE MAI GABATARWA Taimako,Kirẹditi ATI Iṣeduro ALAGBEKA Atilẹyin,Poison,Guba,Majele,36,6,30,35,0.39814814814814814,0,0,-0.03992670774459839,0.5951886177062988,0.620638370513916
927352702,912575662.0,Okan Chocolats,OKAN,Pedido de registro de marca indeferido,Registro de marca em vigor,1,positive,Okan Chocolates,Okan Chocolates,Okan Chocolates,OKAN,Okan,Okan,14,4,10,13,0.44047619047619047,0,0,0.4879196286201477,0.4833888113498688,0.48338884115219116
,,AVENUE COSMETICS,EMPRESA MAIS LUCRATIVA,,,0,negative,AVENUE COSMETICS,HANYA KOSMETICS,ONA Ohun ikunra,MOST PROFITABLE COMPANY,MAFI YAWA RIBA kamfani,Julọ ERE ilé-iṣẹ́,16,22,6,18,0.5776515151515151,0,0,0.14120176434516907,0.34944629669189453,0.5656751990318298
